 layer     x     y   occupancy           %    capacity
     0     1    96           0       0.000         156
     0     1    97           0       0.000         156
     0     1    98           0       0.000         156
     0     1    99           0       0.000         156
     0     1   100           0       0.000         156
     0     1   101           0       0.000         156
     0     1   102           0       0.000         156
     0     1   103           0       0.000         156
     0     1   104           0       0.000         156
     0     1   105           0       0.000         156
     0     1   106           0       0.000         156
     0     1   107           0       0.000         156
     0     1   108           0       0.000         156
     0     1   109           0       0.000         156
     0     1   110           0       0.000         156
     0     1   111           0       0.000         156
     0     1   112           0       0.000         156
     0     1   113           0       0.000         156
     0     1   114           0       0.000         156
     0     1   115           0       0.000           0
     0     2     0           0       0.000           0
     0     2     1           0       0.000         156
     0     2     2           0       0.000         156
     0     2     3           0       0.000         156
     0     2     4           0       0.000         156
     0     2     5           0       0.000         156
     0     2     6           0       0.000         156
     0     2     7           0       0.000         156
     0     2     8           0       0.000         156
     0     2     9           0       0.000         156
     0     2    10           0       0.000         156
     0     2    11           0       0.000         156
     0     2    12           0       0.000         156
     0     2    13           0       0.000         156
     0     2    14           0       0.000         156
     0     2    15           0       0.000         156
     0     2    16           0       0.000         156
     0     2    17           0       0.000         156
     0     2    18           0       0.000         156
     0     2    19           0       0.000         156
     0     2    20           0       0.000         156
     0     2    21           0       0.000         156
     0     2    22           0       0.000         156
     0     2    23           0       0.000         156
     0     2    24           0       0.000         156
     0     2    25           0       0.000         156
     0     2    26           1       0.641         156
     0     2    27           1       0.641         156
     0     2    28           1       0.641         156
     0     2    29           1       0.641         156
     0     2    30           1       0.641         156
     0     2    31           1       0.641         156
     0     2    32           1       0.641         156
     0     2    33           1       0.641         156
     0     2    34           1       0.641         156
     0     2    35           2       1.282         156
     0     2    36           3       1.923         156
     0     2    37           3       1.923         156
     0     2    38           5       3.205         156
     0     2    39           5       3.205         156
     0     2    40           9       5.769         156
     0     2    41          10       6.410         156
     0     2    42          10       6.410         156
     0     2    43          10       6.410         156
     0     2    44          11       7.051         156
     0     2    45          12       7.692         156
     0     2    46          14       8.974         156
     0     2    47          15       9.615         156
     0     2    48          21      13.462         156
     0     2    49          34      21.795         156
     0     2    50          36      23.077         156
     0     2    51          49      31.410         156
     0     2    52          52      33.333         156
     0     2    53          53      33.974         156
     0     2    54          60      38.462         156
     0     2    55          61      39.103         156
     0     2    56          52      33.333         156
     0     2    57          47      30.128         156
     0     2    58          43      27.564         156
     0     2    59          35      22.436         156
     0     2    60          37      23.718         156
     0     2    61          39      25.000         156
     0     2    62          38      24.359         156
     0     2    63          36      23.077         156
     0     2    64          35      22.436         156
     0     2    65          26      16.667         156
     0     2    66          21      13.462         156
     0     2    67          18      11.538         156
     0     2    68          14       8.974         156
     0     2    69          13       8.333         156
     0     2    70          11       7.051         156
     0     2    71           9       5.769         156
     0     2    72           8       5.128         156
     0     2    73           5       3.205         156
     0     2    74           4       2.564         156
     0     2    75           4       2.564         156
     0     2    76           3       1.923         156
     0     2    77           3       1.923         156
     0     2    78           3       1.923         156
     0     2    79           3       1.923         156
     0     2    80           3       1.923         156
     0     2    81           3       1.923         156
     0     2    82           2       1.282         156
     0     2    83           1       0.641         156
     0     2    84           0       0.000         156
     0     2    85           0       0.000         156
     0     2    86           0       0.000         156
     0     2    87           0       0.000         156
     0     2    88           0       0.000         156
     0     2    89           0       0.000         156
     0     2    90           0       0.000         156
     0     2    91           0       0.000         156
     0     2    92           0       0.000         156
     0     2    93           0       0.000         156
     0     2    94           0       0.000         156
     0     2    95           0       0.000         156
     0     2    96           0       0.000         156
     0     2    97           0       0.000         156
     0     2    98           0       0.000         156
     0     2    99           0       0.000         156
     0     2   100           0       0.000         156
     0     2   101           0       0.000         156
     0     2   102           0       0.000         156
     0     2   103           0       0.000         156
     0     2   104           0       0.000         156
     0     2   105           0       0.000         156
     0     2   106           0       0.000         156
     0     2   107           0       0.000         156
     0     2   108           0       0.000         156
     0     2   109           0       0.000         156
     0     2   110           0       0.000         156
     0     2   111           0       0.000         156
     0     2   112           0       0.000         156
     0     2   113           0       0.000         156
     0     2   114           0       0.000         156
     0     2   115           0       0.000           0
     0     3     0           0       0.000           0
     0     3     1           0       0.000         156
     0     3     2           0       0.000         156
     0     3     3           0       0.000         156
     0     3     4           0       0.000         156
     0     3     5           0       0.000         156
     0     3     6           0       0.000         156
     0     3     7           0       0.000         156
     0     3     8           0       0.000         156
     0     3     9           0       0.000         156
     0     3    10           0       0.000         156
     0     3    11           0       0.000         156
     0     3    12           0       0.000         156
     0     3    13           0       0.000         156
     0     3    14           0       0.000         156
     0     3    15           0       0.000         156
     0     3    16           0       0.000         156
     0     3    17           0       0.000         156
     0     3    18           0       0.000         156
     0     3    19           0       0.000         156
     0     3    20           0       0.000         156
     0     3    21           0       0.000         156
     0     3    22           0       0.000         156
     0     3    23           0       0.000         156
     0     3    24           0       0.000         156
     0     3    25           0       0.000         156
     0     3    26           0       0.000         156
     0     3    27           0       0.000         156
     0     3    28           0       0.000         156
     0     3    29           0       0.000         156
     0     3    30           0       0.000         156
     0     3    31           0       0.000         156
     0     3    32           1       0.641         156
     0     3    33           1       0.641         156
     0     3    34           1       0.641         156
     0     3    35           3       1.923         156
     0     3    36           5       3.205         156
     0     3    37           5       3.205         156
     0     3    38           6       3.846         156
     0     3    39           6       3.846         156
     0     3    40           5       3.205         156
     0     3    41           7       4.487         156
     0     3    42           7       4.487         156
     0     3    43           8       5.128         156
     0     3    44           8       5.128         156
     0     3    45           9       5.769         156
     0     3    46          12       7.692         156
     0     3    47          17      10.897         156
     0     3    48          26      16.667         156
     0     3    49          39      25.000         156
     0     3    50          50      32.051         156
     0     3    51          57      36.538         156
     0     3    52          70      44.872         156
     0     3    53          61      39.103         156
     0     3    54          64      41.026         156
     0     3    55          65      41.667         156
     0     3    56          53      33.974         156
     0     3    57          50      32.051         156
     0     3    58          34      21.795         156
     0     3    59          20      12.821         156
     0     3    60          14       8.974         156
     0     3    61          16      10.256         156
     0     3    62          17      10.897         156
     0     3    63          16      10.256         156
     0     3    64          12       7.692         156
     0     3    65          12       7.692         156
     0     3    66          11       7.051         156
     0     3    67          11       7.051         156
     0     3    68          10       6.410         156
     0     3    69           7       4.487         156
     0     3    70           8       5.128         156
     0     3    71          10       6.410         156
     0     3    72          12       7.692         156
     0     3    73          11       7.051         156
     0     3    74          10       6.410         156
     0     3    75           7       4.487         156
     0     3    76           5       3.205         156
     0     3    77           3       1.923         156
     0     3    78           1       0.641         156
     0     3    79           1       0.641         156
     0     3    80           0       0.000         156
     0     3    81           0       0.000         156
     0     3    82           0       0.000         156
     0     3    83           0       0.000         156
     0     3    84           0       0.000         156
     0     3    85           0       0.000         156
     0     3    86           0       0.000         156
     0     3    87           0       0.000         156
     0     3    88           0       0.000         156
     0     3    89           0       0.000         156
     0     3    90           0       0.000         156
     0     3    91           0       0.000         156
     0     3    92           0       0.000         156
     0     3    93           0       0.000         156
     0     3    94           0       0.000         156
     0     3    95           0       0.000         156
     0     3    96           0       0.000         156
     0     3    97           0       0.000         156
     0     3    98           0       0.000         156
     0     3    99           0       0.000         156
     0     3   100           0       0.000         156
     0     3   101           0       0.000         156
     0     3   102           0       0.000         156
     0     3   103           0       0.000         156
